ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
14900217,"2,850,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Atatürk Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14900225,"2,570,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Gaziler Mahallesi Satılık Daire,95 M2,2+1,4,6,2.Kat,Kombi Doğalgaz,Krediye Uygun
14900244,"3,500,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Arapçeşme Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),5,3.Kat,Kombi Doğalgaz,Krediye Uygun
14900234,"2,500,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14900245,"2,750,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Gaziler Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),5,2.Kat,Kombi Doğalgaz,Krediye Uygun
14900218,"3,850,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,260 M2,5+1,0 (Yeni),5,5.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14900188,"2,950,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Akse Mahallesi Satılık Daire,170 M2,4+1,0 (Yeni),5,1.Kat,Kombi Doğalgaz,Krediye Uygun
14896964,"3,390,000",Kocaeli Satılık Daire,Gebze Satılık Daire,İstasyon Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14900236,"4,000,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Mevlana Mahallesi Satılık Daire,280 M2,5+2,4,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
14896779,"1,850,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Köşklü Çeşme Mahallesi Satılık Daire,100 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14896740,"3,450,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,160 M2,4+1,0 (Yeni),4,Çatı Katı,Yerden Isıtma,Krediye Uygun
14900241,"2,900,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Gaziler Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),5,4.Kat,Kombi Doğalgaz,Krediye Uygun
14897661,"1,599,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Çukurbağ Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
14898338,"2,550,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,115 M2,2+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun
14897831,"2,250,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Hatipköy Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
14898340,"2,350,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,107 M2,2+1,0 (Yeni),2,1.Kat,Yerden Isıtma,Krediye Uygun
14898341,"3,250,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,117 M2,3+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun
14899243,"4,300,000",Kocaeli Satılık Daire,Kandıra Satılık Daire,Kurtyeri Mahallesi Satılık Daire,100 M2,2+1,5-10,2,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14898352,"3,100,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Serdar Mahallesi Satılık Daire,154 M2,3+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun
14898342,"2,250,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14898339,"3,200,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
14899644,"3,350,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Orhan Mahallesi Satılık Daire,161 M2,3+1,5-10,3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
14900156,"3,900,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Güzeller Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14900160,"2,950,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Akse Mahallesi Satılık Daire,135 M2,3+1,3,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
14899562,"2,750,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Karaköprü Mahallesi Satılık Daire,145 M2,3+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
14900163,"3,100,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Akse Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),9,3.Kat,Yerden Isıtma,Krediye Uygun
14900161,"3,100,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,135 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14900164,"2,300,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Akse Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14900169,"2,650,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14897699,"1,750,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Güney Mahallesi Satılık Daire,115 M2,2+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14900170,"3,550,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14900172,"3,700,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Akse Mahallesi Satılık Daire,210 M2,4+1,0 (Yeni),4,4.Kat,Kombi Doğalgaz,Krediye Uygun
14892196,"3,750,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Kazım Karabekir Mahallesi Satılık Daire,195 M2,4+1,3,4,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14892161,"4,500,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Akpınar Mahallesi Satılık Daire,170 M2,3+1,0 (Yeni),9,6.Kat,Yerden Isıtma,Krediye Uygun Değil
14892164,"2,250,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Ertuğrul Gazi Mahallesi Satılık Daire,112 M2,2+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun Değil
14892207,"2,700,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Emek Mahallesi Satılık Daire,140 M2,3+1,11-15,5,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
14900165,"3,300,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14892209,"2,200,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Kazım Karabekir Mahallesi Satılık Daire,90 M2,2+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14892200,"2,800,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Emek Mahallesi Satılık Daire,110 M2,2+1,5-10,4,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
14892212,"2,150,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Sırasöğütler Mahallesi Satılık Daire,85 M2,2+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14896738,"2,950,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),4,Çatı Katı,Yerden Isıtma,Krediye Uygun
14892202,"1,380,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Osman Gazi Mahallesi Satılık Daire,95 M2,2+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14892217,"3,300,000",Kocaeli Satılık Daire,Gebze Satılık Daire,İstasyon Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14892211,"2,900,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Arapçeşme Mahallesi Satılık Daire,115 M2,3+1,5-10,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
14892208,"2,800,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Sırasöğütler Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),4,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
14892214,"3,650,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Piri Reis Mahallesi Satılık Daire,240 M2,5+1,11-15,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
14892766,"2,150,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Fatih Mahallesi Satılık Daire,90 M2,2+1,3,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
14894260,"3,000,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Kazım Karabekir Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
14892806,"3,100,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Döngel Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun
14894259,"2,735,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Kazım Karabekir Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),4,2.Kat,Yerden Isıtma,Krediye Uygun
14892014,"2,190,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,135 M2,3+1,11-15,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14892331,"1,500,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Piyalepaşa Mahallesi Satılık Daire,125 M2,3+1,21 Ve Üzeri,7,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14894461,"5,200,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Cami Mahallesi Satılık Daire,150 M2,3+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14891648,"2,700,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Adem Yavuz Mahallesi Satılık Daire,112 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Bilinmiyor
14894265,"1,250,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Zincirlikuyu Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,4,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14896388,"2,250,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Hatipköy Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14894473,"2,250,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Kazım Karabekir Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14895545,"2,300,000",Kocaeli Satılık Daire,Gebze Satılık Daire,İstasyon Mahallesi Satılık Daire,110 M2,2+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14882719,"3,250,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,165 M2,4+1,0 (Yeni),4,Bahçe Dublex,Yerden Isıtma,Krediye Uygun
14894300,"5,650,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bağlarbaşı Mahallesi Satılık Daire,130 M2,3+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14882844,"4,250,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Fatih Mahallesi Satılık Daire,150 M2,3+1,3,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
14882929,"2,500,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Yavuz Sultan Selim Mahallesi Satılık Daire,180 M2,3+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
14894464,"2,920,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Mevlana Mahallesi Satılık Daire,160 M2,3+1,3,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
14882937,"3,300,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Hisareyn Merkez Mahallesi Satılık Daire,170 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14882931,"3,000,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Akpınar Mahallesi Satılık Daire,175 M2,3+1,0 (Yeni),9,Düz Giriş (Zemin),Yerden Isıtma,Krediye Uygun
14882933,"3,800,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Fatih Mahallesi Satılık Daire,202 M2,3+1,0 (Yeni),4,4.Kat,Yerden Isıtma,Krediye Uygun
14882947,"4,550,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Dumlupınar Mahallesi Satılık Daire,170 M2,3+1,4,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14882957,"4,000,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Değirmendere Yalı Mahallesi Satılık Daire,170 M2,3+1,0 (Yeni),3,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
14882985,"4,350,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Atatürk Mahallesi Satılık Daire,190 M2,4+1,0 (Yeni),3,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
14882918,"2,150,000",Kocaeli Satılık Daire,Derince Satılık Daire,Sırrıpaşa Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),4,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14882952,"3,750,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Değirmendere Yalı Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14882987,"3,950,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,178 M2,3+1,0 (Yeni),3,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
14882962,"2,600,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Kemalpaşa Mahallesi Satılık Daire,140 M2,3+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14883241,"2,450,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Ataevler Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
14882994,"2,700,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,178 M2,3+1,0 (Yeni),3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14884011,"3,770,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Karaköprü Mahallesi Satılık Daire,170 M2,4+1,5-10,3,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14883059,"3,100,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Ataevler Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),3,Çatı Dubleks,Yerden Isıtma,Krediye Uygun
14884015,"1,670,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Çayırköy Mahallesi Satılık Daire,82 M2,2+1,11-15,7,Kot 1 (-1).Kat,Merkezi (Pay Ölçer),Krediye Uygun
14875856,"5,750,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,160 M2,3+1,5-10,5,3.Kat,Kombi Doğalgaz,Bilinmiyor
14883379,"1,600,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Merkez Mahallesi Satılık Daire,125 M2,3+1,21 Ve Üzeri,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14875011,"2,500,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Barbaros Mahallesi Satılık Daire,130 M2,3+1,5-10,3,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
14883370,"2,750,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Kavaklı Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),2,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14883708,"4,000,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Köseköy Mahallesi Satılık Daire,200 M2,3+1,5-10,3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
14876412,"2,500,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Yeni Mahallesi Satılık Daire,75 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14876518,"1,700,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Mimar Sinan Mahallesi Satılık Daire,85 M2,2+1,5-10,5,Yüksek Giriş,Doğalgaz Sobalı,Krediye Uygun
14876825,"1,850,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Arapçeşme Mahallesi Satılık Daire,75 M2,2+1,3,5,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
14877229,"25,750,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bayramoğlu Mahallesi Satılık Daire,720 M2,4+2,11-15,2,Villa Tipi,Kombi Doğalgaz,Krediye Uygun
14877605,"2,390,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Gündoğdu Mahallesi Satılık Daire,130 M2,2+1,0 (Yeni),5,Bahçe Dublex,Yerden Isıtma,Krediye Uygun
14876831,"1,900,000",Kocaeli Satılık Daire,İzmit Satılık Daire,28 Haziran Mahallesi Satılık Daire,90 M2,2+1,11-15,7,2.Kat,Kombi Doğalgaz,Krediye Uygun
14877355,"1,600,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Kadıköy Mahallesi Satılık Daire,290 M2,5+1,21 Ve Üzeri,7,Çatı Dubleks,Kombi Doğalgaz,Bilinmiyor
14878450,"6,400,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Mimar Sinan Mahallesi Satılık Daire,140 M2,3+1,4,3,Bahçe Dublex,Kombi Doğalgaz,Krediye Uygun
14879078,"3,500,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Güney Mahallesi Satılık Daire,165 M2,4+1,0 (Yeni),3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
14879235,"2,300,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Güney Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
14879426,"3,750,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Yeni Mahallesi Satılık Daire,250 M2,5+1,0 (Yeni),4,4.Kat,Kombi Doğalgaz,Krediye Uygun
14879233,"2,650,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Yavuz Sultan Selim Mahallesi Satılık Daire,155 M2,3+1,3,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
14879441,"2,600,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,İnönü Mahallesi Satılık Daire,100 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14879238,"2,900,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Güney Mahallesi Satılık Daire,112 M2,3+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
14878771,"1,950,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Erenler Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,9,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14880053,"3,850,000",Kocaeli Satılık Daire,Körfez Satılık Daire,Yeniyalı Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun
14880458,"4,500,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Akse Mahallesi Satılık Daire,150 M2,2.5+1,0 (Yeni),8,3.Kat,Yerden Isıtma,Krediye Uygun
14875009,"10,000,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Kabaoğlu Mahallesi Satılık Daire,210 M2,4+1,3,4,3.Kat,Yerden Isıtma,Krediye Uygun Değil
14880401,"3,300,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Ertuğrul Gazi Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14879998,"1,750,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Şirinköy Mahallesi Satılık Daire,90 M2,2+1,16-20,2,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
14880460,"3,750,000",Kocaeli Satılık Daire,Gebze Satılık Daire,Arapçeşme Mahallesi Satılık Daire,210 M2,2+2,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
14865548,"8,200,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Fatih Mahallesi Satılık Daire,217 M2,4+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun Değil
14880357,"2,650,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,İnönü Mahallesi Satılık Daire,126 M2,3+1,2,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
14865275,"2,700,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Yeni Mahallesi Satılık Daire,110 M2,3+1,0 (Yeni),3,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
14866584,"3,150,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,175 M2,3+1,0 (Yeni),4,Çatı Katı,Yerden Isıtma,Krediye Uygun Değil
14880400,"2,600,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Ertuğrul Gazi Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14865265,"1,700,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Karabaş Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
14866587,"2,900,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun
14866591,"5,950,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Fatih Mahallesi Satılık Daire,130 M2,2+1,0 (Yeni),2,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14867015,"3,800,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),4,2.Kat,Yerden Isıtma,Krediye Uygun
14867017,"4,600,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,220 M2,3+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14867016,"1,965,000",Kocaeli Satılık Daire,Gölcük Satılık Daire,Değirmendere Merkez Mahallesi Satılık Daire,125 M2,3+1,21 Ve Üzeri,5,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
14867447,"3,100,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,140 M2,2+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun Değil
14867443,"3,350,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,143 M2,3+1,0 (Yeni),2,2.Kat,Yerden Isıtma,Krediye Uygun
14868619,"1,450,000",Kocaeli Satılık Daire,Derince Satılık Daire,Yavuz Sultan Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
14867018,"4,250,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,144 M2,3+1,0 (Yeni),4,Düz Giriş (Zemin),Yerden Isıtma,Krediye Uygun
14868134,"2,320,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
14868135,"2,000,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,115 M2,3+1,0 (Yeni),4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
14868670,"5,000,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yuvacık Yakacık Mahallesi Satılık Daire,179 M2,2+1,1,4,4.Kat,Yerden Isıtma,Krediye Uygun
14870715,"2,350,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Kazım Karabekir Mahallesi Satılık Daire,130 M2,3+1,5-10,3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
14871040,"2,310,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Özgürlük Mahallesi Satılık Daire,130 M2,2+1,0 (Yeni),4,Çatı Dubleks,Merkezi Doğalgaz,Krediye Uygun
14871883,"2,650,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Ömerağa Mahallesi Satılık Daire,95 M2,2+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Bilinmiyor
14865261,"1,695,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Yenişehir Mahallesi Satılık Daire,65 M2,1+1,4,4,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14856559,"1,650,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Dumlupınar Mahallesi Satılık Daire,93 M2,1+1,0 (Yeni),4,Düz Giriş (Zemin),Merkezi (Pay Ölçer),Krediye Uygun
14856805,"3,950,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Fatih Mahallesi Satılık Daire,180 M2,3+1,0 (Yeni),3,3.Kat,Kombi Doğalgaz,Krediye Uygun
14869910,"20,000",Kocaeli Satılık Daire,Çayırova Satılık Daire,Emek Mahallesi Satılık Daire,220 M2,5+2,2,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
14857809,"3,100,000",Kocaeli Satılık Daire,Başiskele Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,110 M2,3+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
14857880,"3,300,000",Kocaeli Satılık Daire,Darıca Satılık Daire,Bağlarbaşı Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,3,3.Kat,Kombi Doğalgaz,Bilinmiyor
14871707,"3,650,000",Kocaeli Satılık Daire,İzmit Satılık Daire,Ömerağa Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,7,6.Kat,Merkezi Doğalgaz,Krediye Uygun
14871859,"2,550,000",Kocaeli Satılık Daire,Kartepe Satılık Daire,Fatih Sultan Mehmet Mahallesi Satılık Daire,99 M2,2+1,0 (Yeni),4,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
